Condition,SetSize,PageSize,NavDelay,Time (ms),Errors,PageChanges,Target Icon
Size_768_page_8_delay_4000,768,8,4000,208278,0,35,raboot.jpg
Size_768_page_8_delay_4000,768,8,4000,38654,0,15,ampharos.jpg
Size_768_page_8_delay_4000,768,8,4000,59182,0,49,cinderace.jpg
Size_768_page_8_delay_4000,768,8,4000,4082,0,1,magcargo.jpg
