Condition,SetSize,PageSize,NavDelay,Time (ms),Errors,PageChanges,Target Icon
Size_256_page_16_delay_6000,256,16,6000,4322,0,0,corvisquire.jpg
Size_256_page_16_delay_6000,256,16,6000,18157,0,0,sneasler.jpg
Size_256_page_16_delay_6000,256,16,6000,13208,0,0,chewtle.jpg
Size_256_page_16_delay_6000,256,16,6000,17620,0,0,spinarak.jpg
